date;employee_title;employee_status;review_title;pros;cons
2020-11-16;Buyer;Current Employee, more than 10 years;Good place to work;"Good training and opportunity for advancement
";"Too large to be personal
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-16;Category Manager;Former Employee, more than 5 years;Excellent training;"Excellent training programs Diverse workforce Clear and well documented goals
";"Cyclical nature of Oil and Gas, layoffs
"
2020-11-16;Shipping and Receiving Technician;Former Employee, less than 1 year;Good Company;"Good company with a good balance between work and home life.
";"None to speak of off the top of my head
"
2020-11-16;Software Engineer;Current Employee;Very good company;"Its Values, People, Technology and Profit
";"Not a good industry at the moment
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-30;Production Planner;Former Employee, more than 8 years;okay;"Provides decent room for advancement
";"Could provide better training for production planning
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-30;Production Manager;Current Employee, more than 8 years;One of the largest Oil field services company;"-International opportunities -Can get diversified career experience until you reach mid level management -Multicultural experience
";"-After midlevel management organization is very flat
"
2020-11-15;International Trade Compliance Analyst;Former Employee;Great Company;"Great company with many avenues for advancement.
";"Prone to quick layoff to adjust to market conditions.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-14;Senior Geophysicist;Current Employee;You will have the opportunity to experience a wide range of different fields in the same company;"Career development and opportunities + options to relocate/move
";"Work-life balance can be a challenge sometimes
"
2020-11-14;Asset Manager;Current Employee, more than 10 years;Asset Manager / Resource Manager Position;"1. Training Materials are accessible by all employees 2. Diversity environment 3. Clear career path
";"1. Salary is slightly lower than the competitors. 2. Heavy workload require additional hours during weekdays and weekends
"
2020-11-28;Lead Electronics Technician;Former Employee, more than 10 years;Used to be good place to work, until Olivier took over.;"Good Pay, Good Benefits, Good People
";"The present CEO is destroying SLB in the North American market.
"
2020-11-27;Senior Business Process Analyst;Former Employee, more than 10 years;Good Company during good times;"Good company during good times and good benefits and areas to work.
";"When times get touch, so long, see you later.
"
2020-11-12;Business Development/Technical Sales;Former Employee, more than 10 years;Life @ Big Blue;"Diversity, Co-Workers, Challenge, Training, Opportunity to work Internationally
";"Dependent on current executive management at the time, can be too internally focused.
"
2020-11-12;Business Analyst;Former Employee;Review;"people are super friendly and team-oriented and management encourages you to improve and better yourself and your career.
";"alot of reports to complete in a short time frame during closings.
"
2020-11-10;Press Operator;Current Employee;Good Pay, Good schedule;"Work three 12hr shifts a week and 4 days off
";"Tedious and repetitive work. Job security is questionable during slow seasons in the oil industry.
"
2020-11-11;Petroleum Engineer;Current Employee;Lots of learning;"Lots of learning, diversity, challenges, good working environment
";"Hard work/life balance- Time management
"
2020-11-11;Ethics and Compliance Paralegal;Former Employee, more than 5 years;Company as a whole;"We always have continuing trainings
";"No bad comment about the company
"
2020-11-11;Procurement Specialist;Current Employee, more than 3 years;Procurement Specialist;"Challenging, high-pressure environment. Room for lateral, horizontal movement
";"Oil and gas, volatile market, high-risk
"
2020-11-10;Field Engineer;Former Employee;Field Engineer at SLB;"Training and experience excellent. Pay is good bonus
";"Long working hours and duration
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-24;Anonymous;Former Employee, more than 3 years;Okay;"None besides training in Summit
";"No promotions for hard workers
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-09;Manager;Former Employee;Good place to work;"Benefits, flexible, progression, independence, technical
";"Pay non competitive, erosion of benefits, very cyclical industry
"
2020-11-23;Operations Supervisor;Former Employee;You are just a number fighting against the system;"Opportunities as the company is huge Possibilities of training
";"As field it always seems that you are fighting the system to do your job, between the safety rules, driving rules and especially the CYA where nobody wants to make a decision you end up going around the rules, with is counter productive. On top of that, the recognition is low and you are just a number, disposable.
"
2020-11-08;Mechanical Engineer;Current Employee;Great people, a bit disorganized;"People are very smart and kind, come from all different places. You are really given the opportunity to take ownership of your work and your decisions. The company is very big, and it almost feels like its own technical world, where you can learn and connect with people from all over the world.
";"As part of the oil & gas industry, there is an increasing amount of turnover.
"
2020-12-13;Anonymous;Former Employee, more than 10 years;Destroyers;"Training, travel and uniforms, in some areas proper tools
";"The company will destroy any company they take over, including employees just to state they are big.
"
2020-11-06;Mechanical Engineer;Current Employee, more than 1 year;The SLB Experience;"Great benefits that are perfect if you have a family.
";"Old atmosphere. Don't expect a modern, exciting work environment that produces camaraderie.
"
2020-11-06;Production Engineer;Former Employee;Production Engineer;"Excellent to start you career and grow as a professional
";"You have to be workaholic
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-11;Digital Marketing Specialist;Former Employee, less than 1 year;Horrible;"Low pay.. annoying management. I donut like it.
";"Small office no windows in the offices..
"
2020-11-04;Field Engineer;Current Employee;good;"great way to meet people from all over the world
";"a lot of hours working
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-18;Field Engineer;Former Employee, more than 1 year;Okay Company;"Good work experience. Lots of opportunities for leadership and growth.
";"Poor work-life balance. Extremely long hours and poor working conditions.
"
